VendorName,VendorNumber,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesDollars,TotalSalesPrice,TotalSalesQuantity,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio,UnitPurchasePrice,OrderSize,UnsoldInventoryValue
MARTIGNETTI COMPANIES,4425,6967,Santa Margherita Pnt Grigio,11.89,19.99,750.0,46257,549995.73,923055.25,185950.74,46511.0,5216.400000000001,144929.24,373059.52,40.42,1.0055,1.678,11.889999999999999,Large,-3020.06
"STOLI GROUP,(USA) LLC",8664,3630,Stolichnaya Razberi,19.83,24.99,1750.0,27479,544908.57,700960.78,298569.61,27622.0,50751.81,18544.49,156052.21000000008,22.26,1.0052,1.286,19.83,Large,-2835.6899999999996
BROWN-FORMAN CORP,1128,2760,Jack Daniels Tennessee Honey,28.02,38.99,1750.0,19219,538516.38,701171.5,345701.2,18250.0,33536.43,68601.68,162655.12,23.2,0.9496,1.302,28.02,Large,27151.38
DIAGEO NORTH AMERICA INC,3960,8178,Bulleit Bourbon,18.51,25.99,750.0,28421,526072.71,724379.96,301943.56,27204.0,21421.64,257032.07,198307.25,27.38,0.9572,1.377,18.509999999999998,Large,22526.670000000002
SIDNEY FRANK IMPORTING CO,3089,5445,Jagermeister Liqueur,11.76,15.99,750.0,44330,521320.8,661672.67,253884.34,41133.0,32383.34,8549.55,140351.87000000005,21.21,0.9279,1.269,11.76,Large,37596.72
E & J GALLO WINERY,3252,14006,Apothic Winemakers Red Blend,5.44,9.99,750.0,94779,515597.76,812899.38,143899.93,91600.0,10283.26,61966.91,297301.62,36.57,0.9665,1.577,5.44,Large,17293.760000000002
WILLIAM GRANT & SONS INC,3664,3238,Hendrick's Gin,22.83,29.99,750.0,22352,510296.16,632474.53,294114.64,20847.0,16416.8,30234.420000000002,122178.37000000005,19.32,0.9327,1.239,22.83,Large,34359.149999999994
JIM BEAM BRANDS COMPANY,12546,3980,Hornitos Reposado Tequila,31.99,39.99,1750.0,15805,505601.95,565522.1900000001,323365.62,15381.0,28264.51,123880.97,59920.24000000005,10.6,0.9732,1.119,31.990000000000002,Large,13563.76
PROXIMO SPIRITS INC.,7245,3776,Jose Cuervo Especial Silver,18.56,25.99,1750.0,26795,497315.2,684036.0399999999,295186.91,25596.0,47031.43,38994.78,186720.8399999999,27.3,0.9553,1.375,18.56,Large,22253.44
DIAGEO NORTH AMERICA INC,3960,3746,Gordons Vodka 80 Proof,8.52,12.99,1750.0,58309,496792.68,724360.55,188936.74,57845.0,106278.68,257032.07,227567.87000000005,31.42,0.992,1.458,8.52,Large,3953.2799999999997
PERNOD RICARD USA,17035,3728,Absolut Citron,18.93,24.99,1750.0,25959,491403.87,658689.78,288436.23,26222.0,48180.15,123780.22,167285.91000000003,25.4,1.0101,1.34,18.93,Large,-4978.59
HEAVEN HILL DISTILLERIES,3924,3243,Burnetts Vodka,8.26,10.49,1750.0,57575,475569.5,648535.33,182200.23,57067.0,104847.72,14069.87,172965.82999999996,26.67,0.9912,1.364,8.26,Large,4196.08
SIDNEY FRANK IMPORTING CO,3089,5440,Jagermeister Liqueur,25.92,34.99,1750.0,18298,474284.16000000003,621256.18,318571.82,18082.0,33226.63,8549.55,146972.02000000002,23.66,0.9882,1.31,25.92,Large,5598.72
BACARDI USA INC,480,4245,Bacardi Superior Rum,7.93,11.99,750.0,58816,466410.88,643474.8,167950.57,58320.0,45919.42,89286.27,177063.92000000004,27.52,0.9916,1.38,7.93,Large,3933.2799999999997
ULTRA BEVERAGE COMPANY LLP,9165,36378,MezzaCorona Pnt Grigio,6.83,9.97,1500.0,68084,465013.72,695816.41,155747.37,67195.0,15097.470000000001,68054.7,230802.69000000006,33.17,0.9869,1.496,6.829999999999999,Large,6071.87
WILLIAM GRANT & SONS INC,3664,4198,Sailor Jerry Spiced Navy Rum,17.51,24.99,1750.0,25998,455224.98,575754.9199999999,288223.98,23008.0,42276.159999999996,30234.420000000002,120529.93999999994,20.93,0.885,1.265,17.509999999999998,Large,52354.9
MAJESTIC FINE WINES,10000,24325,La Crema Chard Sonoma Cst,10.88,15.99,750.0,41274,449061.12,658288.13,155090.72999999998,39387.0,4415.6,17587.59,209227.01,31.78,0.9543,1.466,10.879999999999999,Large,20530.56
PERNOD RICARD USA,17035,5735,Malibu Rum,9.29,11.99,750.0,48121,447044.09,598769.43,181685.19,46557.0,36656.77,123780.22,151725.34000000003,25.34,0.9675,1.339,9.290000000000001,Large,14529.56
MOET HENNESSY USA INC,8112,5342,Grand Marnier,19.85,28.99,750.0,22234,441344.89999999997,687309.77,335050.77999999997,22623.0,17815.45,48347.26,245964.87000000005,35.79,1.0175,1.557,19.849999999999998,Large,-7721.650000000001
DISARONNO INTERNATIONAL LLC,2555,5311,Amaretto DiSaronno,23.7,31.99,1750.0,18409,436293.3,667168.24,306347.94,18376.0,33767.5,5861.03,230874.94,34.61,0.9982,1.529,23.7,Large,782.1
CONSTELLATION BRANDS INC,1392,19748,Clos du Bois Chard,9.2,13.99,1500.0,47153,433807.6,701955.59,166739.16,46069.0,10347.03,79528.99,268147.99,38.2,0.977,1.618,9.2,Large,9972.8
MOET HENNESSY USA INC,8112,3668,Belvedere Polish Vodka,34.12,42.99,1750.0,12713,433767.56,536414.8200000001,282790.95,12218.0,22452.64,48347.26,102647.26000000007,19.14,0.9611,1.237,34.12,Large,16889.399999999998
EDRINGTON AMERICAS,2561,2520,The Macallan 12 Yr Old,42.21,62.99,750.0,10227,431681.67,572039.87,344176.98,9713.0,7651.83,9654.5,140358.2,24.54,0.9497,1.325,42.21,Large,21695.94
DIAGEO NORTH AMERICA INC,3960,8202,Sambuca Romana,13.33,17.99,750.0,32375,431558.75,606781.84,219853.86,31816.0,25052.7,257032.07,175223.08999999997,28.88,0.9827,1.406,13.33,Large,7451.47
DIAGEO NORTH AMERICA INC,3960,3276,Gordons London Dry,9.62,14.99,1750.0,44631,429350.22,643753.66,185732.19,44434.0,81641.20999999999,257032.07,214403.44000000006,33.31,0.9956,1.499,9.62,Large,1895.1399999999999
DIAGEO NORTH AMERICA INC,3960,497,Capt Morgan Spiced Rum,14.7,19.99,1000.0,29200,429240.0,584467.62,145247.34,29238.0,30699.9,257032.07,155227.62,26.56,1.0013,1.362,14.7,Large,-558.6
DIAGEO NORTH AMERICA INC,3960,1883,Seagrams 7 Crown,13.23,17.99,1750.0,32253,426707.19,583415.7,227105.75999999998,32430.0,59584.78,257032.07,156708.50999999995,26.86,1.0055,1.367,13.23,Large,-2341.71
DIAGEO NORTH AMERICA INC,3960,2767,Johnnie Walker Blue Label,139.7,189.99,750.0,2963,413931.10000000003,548648.39,399868.02,2761.0,2176.61,257032.07,134717.28999999998,24.55,0.9318,1.325,139.70000000000002,Large,28219.399999999998
PERNOD RICARD USA,17035,482,Absolut 80 Proof,14.28,21.99,1000.0,28888,412520.64,599601.34,198436.06,27866.0,29259.3,123780.22,187080.69999999995,31.2,0.9646,1.454,14.280000000000001,Large,14594.16
DIAGEO NORTH AMERICA INC,3960,8778,Bulleit Bourbon,37.29,49.99,1750.0,10966,408922.14,525233.04,304106.57,10796.0,19841.33,257032.07,116310.90000000002,22.14,0.9845,1.284,37.29,Large,6339.3
BROWN-FORMAN CORP,1128,1220,Woodford Reserve Bourbon,21.89,29.99,750.0,18645,408139.05,589481.92,293510.15,18408.0,14496.36,68601.68,181342.87000000005,30.76,0.9873,1.444,21.89,Large,5187.93
DIAGEO NORTH AMERICA INC,3960,2418,Crown Royal Regal Apple,16.53,22.99,750.0,24558,405943.74,570271.16,263621.23,24284.0,19122.7,257032.07,164327.42000000004,28.82,0.9888,1.405,16.53,Large,4529.22
CONSTELLATION BRANDS INC,1392,8504,R M Woodbridge Cab Svgn Cal,5.84,8.99,1500.0,69263,404495.92,686725.33,148661.02,68667.0,15427.26,79528.99,282229.41,41.1,0.9914,1.698,5.84,Large,3480.64
SAZERAC NORTH AMERICA INC.,660,3684,Fleischmanns Royal Vodka,7.68,9.99,1750.0,52351,402055.68,527560.96,156288.16,51954.0,95452.87,17932.33,125505.27999999997,23.79,0.9924,1.312,7.68,Large,3048.96
E & J GALLO WINERY,3252,14622,La Marca Prosecco,8.66,12.99,750.0,46387,401711.42,558344.6900000001,124562.16,45608.0,5114.6,61966.91,156633.27000000008,28.05,0.9832,1.39,8.66,Large,6746.14
SAZERAC CO INC,8004,3246,Bentley's Vodka,6.71,8.79,1750.0,59841,401533.11,520763.55,136913.03999999998,59245.0,108849.58,50293.62,119230.44,22.9,0.99,1.297,6.71,Large,3999.16
PERNOD RICARD USA,17035,8339,The Glenlivet 12 Yr Single,30.21,42.99,750.0,13250,400282.5,544906.37,335249.38,12463.0,9818.56,123780.22,144623.87,26.54,0.9406,1.361,30.21,Large,23775.27
DISARONNO INTERNATIONAL LLC,2555,5312,Amaretto DiSaronno,14.7,21.99,750.0,27186,399634.2,571763.22,228705.94999999998,26178.0,20614.87,5861.03,172129.01999999996,30.1,0.9629,1.431,14.700000000000001,Large,14817.599999999999
DIAGEO NORTH AMERICA INC,3960,1869,Oban 14-Yr Single Malt,40.14,54.99,750.0,9892,397064.88,549291.81,302801.33,9219.0,7262.52,257032.07,152226.93000000005,27.71,0.932,1.383,40.14,Large,27014.22
MOET HENNESSY USA INC,8112,8622,Dom Perignon,87.09,145.99,750.0,4544,395736.95999999996,589317.73,312139.21,4127.0,459.15000000000003,48347.26,193580.77000000002,32.85,0.9082,1.489,87.08999999999999,Large,36316.53
DIAGEO NORTH AMERICA INC,3960,1868,Lagavulin Single Malt 16-Yr,49.62,66.99,750.0,7821,388078.02,550740.5599999999,334191.73,7644.0,6022.61,257032.07,162662.53999999992,29.54,0.9774,1.419,49.620000000000005,Large,8782.74
BACARDI USA INC,480,508,Bacardi Superior Rum,9.77,12.99,1000.0,38957,380609.89,522309.15,123060.88,38335.0,40251.75,89286.27,141699.26,27.13,0.984,1.372,9.77,Large,6076.94
HEAVEN HILL DISTILLERIES,3924,1180,Evan Williams Black Label B,13.07,16.99,1750.0,29070,379944.9,543425.09,233334.65,28291.0,51982.14,14069.87,163480.18999999994,30.08,0.9732,1.43,13.07,Large,10181.53
MOET HENNESSY USA INC,8112,4673,Hennessy VS Cognac,46.66,69.99,1750.0,8132,379439.12,549271.82,225142.97999999998,8118.0,14917.3,48347.26,169832.69999999995,30.92,0.9983,1.448,46.66,Large,653.24
BROWN-FORMAN CORP,1128,2143,Canadian Mist,10.07,12.99,1750.0,37653,379165.71,518089.37,180374.16,37763.0,69382.94,68601.68,138923.65999999997,26.81,1.0029,1.366,10.07,Large,-1107.7
MARTIGNETTI COMPANIES,4425,11214,Caymus Cab Svgn Napa Vly,50.33,74.99,750.0,7505,377726.65,534970.9199999999,222174.11,7612.0,849.1700000000001,144929.24,157244.2699999999,29.39,1.0143,1.416,50.330000000000005,Large,-5385.3099999999995
PERNOD RICARD USA,17035,2646,Chivas Regal,43.3,58.99,1750.0,8702,376796.6,462119.67,267131.53,8233.0,15131.22,123780.22,85323.07,18.46,0.9461,1.226,43.3,Large,20307.699999999997
PROXIMO SPIRITS INC.,7245,8691,Jose Cuervo Especial,11.9,14.99,750.0,31495,374790.5,494108.17,216863.36,31383.0,24709.81,38994.78,119317.66999999998,24.15,0.9964,1.318,11.9,Large,1332.8
DIAGEO NORTH AMERICA INC,3960,4330,Capt Morgan Spiced Rum 100,20.79,25.99,1750.0,17755,369126.45,482985.67,267976.32999999996,17633.0,32401.76,257032.07,113859.21999999997,23.57,0.9931,1.308,20.79,Large,2536.38
CASTLE BRANDS CORP.,1485,4225,Goslings Black Seal Bermuda,18.37,24.99,1750.0,20089,369034.93,522535.20999999996,230329.08,20179.0,37080.62,8497.59,153500.27999999997,29.38,1.0045,1.416,18.37,Large,-1653.3000000000002
CONSTELLATION BRANDS INC,1392,6479,Clos du Bois Chard,5.95,8.99,750.0,61869,368120.55,567452.47,110538.35,61253.0,6872.1900000000005,79528.99,199331.91999999998,35.13,0.99,1.541,5.95,Large,3665.2000000000003
MARTIGNETTI COMPANIES,4425,3485,Luksusowa Potato Vodka,15.03,19.99,1750.0,24202,363756.06,485688.56999999995,237850.83999999997,23843.0,43809.65,144929.24,121932.50999999995,25.11,0.9852,1.335,15.03,Large,5395.7699999999995
