VendorName,VendorNumber,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesDollars,TotalSalesPrice,TotalSalesQuantity,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio,UnitPurchasePrice,OrderSize,UnsoldInventoryValue
PERFECTA WINES,10754,24001,Lee Family Farm Rio Tinto S,11.64,16.99,750.0,44,512.1600000000001,730.5699999999999,254.84999999999997,43.0,4.8,28720.52,218.40999999999985,29.9,0.9773,1.426,11.640000000000002,Small,11.64
DISARONNO INTERNATIONAL LLC,2555,1066,DiSaronno Cavalli Glass Pack,15.99,21.99,750.0,32,511.68,1369.37,561.74,63.0,49.64,5861.03,857.6899999999998,62.63,1.9688,2.676,15.99,Small,-495.69
SAZERAC CO INC,8004,2962,Mount Royal Light Canadian W,8.52,10.99,1750.0,60,511.2,659.4,10.99,60.0,110.25,50293.62,148.2,22.47,1.0,1.29,8.52,Small,0.0
THE IMPORTED GRAPE LLC,90017,42797,Ricardo Santos Malbec Mendza,10.64,18.49,750.0,48,510.72,1218.3,345.30999999999995,70.0,7.83,80.03,707.5799999999999,58.08,1.4583,2.385,10.64,Small,-234.08
FORTUNE WINE BROKERS LLC,90011,16955,Mapuche Svgn Blanc,7.09,11.99,750.0,72,510.48,833.28,103.91,72.0,8.09,238.60999999999999,322.79999999999995,38.74,1.0,1.632,7.09,Small,0.0
WEIN BAUER INC,9622,25431,Schlink Haus Kabinett,7.09,10.99,750.0,72,510.48,659.4,98.91,60.0,6.74,222.23,148.91999999999996,22.58,0.8333,1.292,7.09,Small,85.08
M S WALKER INC,9552,4902,Ron Virgin Bold Coconut Rum,8.65,10.99,750.0,59,510.34999999999997,1956.22,1175.93,178.0,140.36,55551.82,1445.8700000000001,73.91,3.0169,3.833,8.649999999999999,Small,-1029.3500000000001
ULTRA BEVERAGE COMPANY LLP,9165,21975,Trim Cabernet Sauvignon,8.49,12.99,750.0,60,509.4,727.4399999999999,194.85,56.0,6.260000000000001,68054.7,218.03999999999996,29.97,0.9333,1.428,8.49,Small,33.96
PROXIMO SPIRITS INC.,7245,276,Bushmills Black Bush,26.8,36.99,1000.0,19,509.20000000000005,517.86,517.86,14.0,14.700000000000001,38994.78,8.659999999999968,1.67,0.7368,1.017,26.8,Small,134.0
M S WALKER INC,9552,22475,MSH Cellars Svgn Bl Napa Vly,8.21,11.99,750.0,62,509.02,1918.4,695.42,160.0,17.88,55551.82,1409.38,73.47,2.5806,3.769,8.209999999999999,Small,-804.58
MARTIGNETTI COMPANIES,4425,36088,Dom Poujol Rose Coteaux du,11.56,16.99,750.0,44,508.64,1614.1499999999999,645.66,85.0,9.48,144929.24,1105.5099999999998,68.49,1.9318,3.173,11.56,Small,-473.96000000000004
M S WALKER INC,9552,16774,Hartford Court Chard RRV,16.89,24.99,750.0,30,506.7,998.61,176.92999999999998,39.0,4.37,55551.82,491.91,49.26,1.3,1.971,16.89,Small,-152.01
ULTRA BEVERAGE COMPANY LLP,9165,13980,Dom de Victoires Quincy Whte,5.22,7.99,750.0,97,506.34000000000003,775.03,199.75,97.0,10.860000000000001,68054.7,268.68999999999994,34.67,1.0,1.531,5.220000000000001,Medium,0.0
KOBRAND CORPORATION,4692,17142,Caposaldo Sweet Moscato,7.89,14.99,750.0,64,504.96000000000004,569.62,389.74,38.0,4.21,9139.38,64.65999999999997,11.35,0.5938,1.128,7.890000000000001,Small,205.14
PINE STATE TRADING CO,7153,22173,Lucienne Doctor's Vyd Pnt Nr,29.65,42.99,750.0,17,504.05,767.84,431.91,16.0,1.78,15884.82,263.79,34.35,0.9412,1.523,29.650000000000002,Small,29.65
ULTRA BEVERAGE COMPANY LLP,9165,2369,Amrut Fusion Single Malt,50.38,64.99,750.0,10,503.79999999999995,5384.19,3859.4199999999996,81.0,63.86,68054.7,4880.389999999999,90.64,8.1,10.687,50.379999999999995,Small,-3576.98
DIAGEO NORTH AMERICA INC,3960,4763,Ron Zacapa XO Rum,83.96,109.99,750.0,6,503.76,659.94,109.99,6.0,4.72,257032.07,156.18000000000006,23.67,1.0,1.31,83.96,Small,0.0
MARTIGNETTI COMPANIES,4425,21284,Elk Cove Pinot Bl,11.99,17.99,750.0,42,503.58,2356.69,1745.0299999999997,131.0,14.51,144929.24,1853.1100000000001,78.63,3.119,4.68,11.99,Small,-1067.1100000000001
LATITUDE BEVERAGE COMPANY,4950,18928,Ninety+Cellars Lot 83 Pnt Nr,8.38,12.99,750.0,60,502.8,558.57,298.77,43.0,4.79,1610.0,55.77000000000004,9.98,0.7167,1.111,8.38,Small,142.46
OLE SMOKY DISTILLERY LLC,6359,1328,Ole Smoky Peach Moonshine,12.49,19.99,750.0,40,499.59999999999997,2430.48,1151.28,152.0,119.79,1922.0,1930.88,79.44,3.8,4.865,12.489999999999998,Small,-1398.88
JIM BEAM BRANDS COMPANY,12546,3125,Pinnacle Strawbery Shortcake,7.03,9.99,750.0,71,499.13,3289.04,2311.07,346.0,272.83,123880.97,2789.91,84.82,4.8732,6.59,7.03,Small,-1933.25
M S WALKER INC,9552,23397,Secoli 13 Prosecco Valdobbia,8.05,11.99,750.0,62,499.1,3453.12,1103.08,288.0,32.22,55551.82,2954.02,85.55,4.6452,6.919,8.05,Small,-1819.3000000000002
PERFECTA WINES,10754,10766,Moillard Ch d'Eau VDP Rose,9.58,15.99,750.0,52,498.15999999999997,2230.6,1033.35,140.0,15.59,28720.52,1732.44,77.67,2.6923,4.478,9.58,Small,-843.04
CRUSH WINES,90047,23793,Les Embruns Rose,8.16,12.99,750.0,61,497.76,1104.15,480.63,85.0,9.48,1457.73,606.3900000000001,54.92,1.3934,2.218,8.16,Small,-195.84
ULTRA BEVERAGE COMPANY LLP,9165,19834,Sauska Tokaji Aszu,49.65,72.99,500.0,10,496.5,1824.75,1313.82,25.0,1.94,68054.7,1328.25,72.79,2.5,3.675,49.65,Small,-744.75
M S WALKER INC,9552,18199,Valandraud 09 St Emilion Cru,41.37,64.99,750.0,12,496.44,2459.59,1439.76,41.0,4.54,55551.82,1963.15,79.82,3.4167,4.954,41.37,Small,-1199.73
M S WALKER INC,9552,26050,Henry Fessy Bjls Vlgs Crus d,5.91,8.99,750.0,84,496.44,548.39,413.54,61.0,6.72,55551.82,51.94999999999999,9.47,0.7262,1.105,5.91,Small,135.93
E & J GALLO WINERY,3252,37878,Allegrini La Grola Veronese,20.68,29.99,750.0,24,496.32,629.79,329.89,21.0,2.3400000000000003,61966.91,133.46999999999997,21.19,0.875,1.269,20.68,Small,62.04
MARTIGNETTI COMPANIES,4425,16690,Fayolle Fils et Fille Hermit,41.33,69.99,750.0,12,495.96,1735.72,805.87,28.0,3.12,144929.24,1239.76,71.43,2.3333,3.5,41.33,Small,-661.28
JIM BEAM BRANDS COMPANY,12546,8565,Skinnygirl Sprklng Margarita,7.87,9.99,750.0,63,495.81,3302.45,1795.6100000000001,255.0,201.02,123880.97,2806.64,84.99,4.0476,6.661,7.87,Small,-1511.04
E & J GALLO WINERY,3252,39996,Tisdale Chard Cal,2.75,3.99,750.0,180,495.0,690.27,87.78,173.0,19.43,61966.91,195.26999999999998,28.29,0.9611,1.394,2.75,Medium,19.25
KOBRAND CORPORATION,4692,24732,Masi Serego Alighieri Vaio A,41.17,62.99,750.0,12,494.04,1763.72,944.85,28.0,3.12,9139.38,1269.68,71.99,2.3333,3.57,41.17,Small,-658.72
TRINCHERO FAMILY ESTATES,8892,26454,Luxury Edition Prosecco,8.66,12.99,750.0,57,493.62,740.4300000000001,454.65000000000003,57.0,6.33,11595.97,246.81000000000006,33.33,1.0,1.5,8.66,Small,0.0
M S WALKER INC,9552,24574,Galerie Pleinair Cab Svgn NV,32.89,49.99,750.0,15,493.35,2349.53,1649.67,47.0,5.21,55551.82,1856.1800000000003,79.0,3.1333,4.762,32.89,Small,-1052.48
VINEYARD BRANDS INC,1587,13791,The Chocolate Block Red,19.73,29.99,750.0,25,493.25,779.74,509.83,26.0,2.88,6070.09,286.49,36.74,1.04,1.581,19.73,Small,-19.73
Russian Standard Vodka,10050,8402,Spud Pumpkin Spice Vodka,14.92,19.99,750.0,33,492.36,3673.5299999999997,2499.0,147.0,115.91,732.6,3181.1699999999996,86.6,4.4545,7.461,14.92,Small,-1700.8799999999999
MARTIGNETTI COMPANIES,4425,18646,Castello del Poggio Rosato,2.73,3.99,750.0,180,491.4,714.21,207.48000000000002,179.0,20.1,144929.24,222.81000000000006,31.2,0.9944,1.453,2.73,Medium,2.73
DELICATO VINEYARDS INC,2242,15923,Bota Mini Moscato,3.21,4.79,500.0,153,491.13000000000005,593.96,191.6,124.0,9.38,7982.65,102.82999999999998,17.31,0.8105,1.209,3.2100000000000004,Medium,93.09
M S WALKER INC,9552,18784,Clos Erasmus Laurel Priorat,32.66,48.99,750.0,15,489.9,1469.7,734.85,30.0,3.34,55551.82,979.8000000000001,66.67,2.0,3.0,32.66,Small,-489.9
MARTIGNETTI COMPANIES,4425,25139,Chigard Fleurie Les Moriers,13.6,19.99,750.0,36,489.59999999999997,3418.29,2238.8799999999997,171.0,18.93,144929.24,2928.69,85.68,4.75,6.982,13.6,Small,-1836.0
STELLAR IMPORTING CO LLC,12331,17470,Zacharias Ambelos Phos White,6.8,9.99,750.0,72,489.59999999999997,689.31,129.87,69.0,7.74,119.23,199.70999999999998,28.97,0.9583,1.408,6.8,Small,20.4
PERFECTA WINES,10754,21645,Foxen Chard Block UU,18.82,39.99,750.0,26,489.32,1652.4299999999998,869.6999999999999,57.0,6.34,28720.52,1163.11,70.39,2.1923,3.377,18.82,Small,-583.42
MARTIGNETTI COMPANIES,4425,25222,G Ferrer Etesian Pnt Nr Rose,9.03,13.99,750.0,54,487.62,755.46,251.82,54.0,6.03,144929.24,267.84000000000003,35.45,1.0,1.549,9.03,Small,0.0
VINILANDIA USA,90024,23364,Elderton E Series Shiraz/Cab,11.61,17.99,750.0,42,487.62,503.71999999999997,125.92999999999999,28.0,3.1500000000000004,2802.64,16.099999999999966,3.2,0.6667,1.033,11.61,Small,162.54
MARTIGNETTI COMPANIES,4425,25338,Ch Chantelune Margaux,32.46,49.99,750.0,15,486.9,4199.16,1899.6200000000001,84.0,9.38,144929.24,3712.2599999999998,88.4,5.6,8.624,32.46,Small,-2239.7400000000002
Circa Wines,1650,26090,Pietro Rinaldi Monpiano Barb,13.51,19.99,750.0,36,486.36,719.64,59.97,36.0,4.050000000000001,211.97,233.27999999999997,32.42,1.0,1.48,13.51,Small,0.0
VINILANDIA USA,90024,14883,Little Yering Pnt Nr Yarra V,10.13,14.99,750.0,48,486.24,719.52,14.99,48.0,5.4,2802.64,233.27999999999997,32.42,1.0,1.48,10.13,Small,0.0
M S WALKER INC,9552,22092,Latour L'Ardeche Chard,8.1,11.99,750.0,60,486.0,558.5699999999999,181.86,43.0,4.8100000000000005,55551.82,72.56999999999994,12.99,0.7167,1.149,8.1,Small,137.7
ULTRA BEVERAGE COMPANY LLP,9165,15605,La Mondotte 08 St Emilion,161.64,249.99,750.0,3,484.92,1887.92,1415.94,8.0,0.89,68054.7,1403.0,74.31,2.6667,3.893,161.64000000000001,Small,-808.1999999999999
SAZERAC NORTH AMERICA INC.,660,863,Ten High Bourbon,5.83,7.99,1000.0,83,483.89,816.08,465.47,92.0,96.60000000000001,17932.33,332.19000000000005,40.71,1.1084,1.686,5.83,Small,-52.47
PINE STATE TRADING CO,7153,21109,Les Lauzeraies Tavel,7.33,17.99,750.0,66,483.78,637.42,395.64,58.0,6.45,15884.82,153.64,24.1,0.8788,1.318,7.329999999999999,Small,58.64
MARTIGNETTI COMPANIES,4425,37708,EOS Cab Svgn Paso Robles,7.43,10.99,750.0,65,482.95,725.34,186.83,66.0,7.390000000000001,144929.24,242.39000000000004,33.42,1.0154,1.502,7.43,Small,-7.43
MARTIGNETTI COMPANIES,4425,15846,Merry Edwards Svgn Bl RRV,17.23,24.99,375.0,28,482.44,1149.54,399.84,46.0,2.64,144929.24,667.0999999999999,58.03,1.6429,2.383,17.23,Small,-310.14
M S WALKER INC,9552,21168,Honoro Vera Merlot Jumilla,5.86,8.49,750.0,82,480.52,543.36,152.82,64.0,7.170000000000001,55551.82,62.84000000000003,11.57,0.7805,1.131,5.859999999999999,Small,105.48
KOBRAND CORPORATION,4692,42337,St Francis Red Sonoma,7.28,10.99,750.0,66,480.48,547.5,250.77,50.0,5.6000000000000005,9139.38,67.01999999999998,12.24,0.7576,1.139,7.28,Small,116.48
SOUTHERN WINE & SPIRITS NE,2000,20060,Ch Troplong Mondot 10 Brdx,159.99,239.99,750.0,3,479.97,719.97,239.99,3.0,0.34,19016.59,240.0,33.33,1.0,1.5,159.99,Small,0.0
PERFECTA WINES,10754,21450,Le Petit Cheval St Emilion,159.97,239.95,750.0,3,479.91,719.85,239.95,3.0,0.34,28720.52,239.94,33.33,1.0,1.5,159.97,Small,0.0
FREDERICK WILDMAN & SONS,9744,15720,Clos Rochette Faiveley 09,13.33,19.99,750.0,36,479.88,559.7199999999999,399.79999999999995,28.0,3.1,3999.93,79.83999999999992,14.26,0.7778,1.166,13.33,Small,106.64
M S WALKER INC,9552,17047,Murphy-Goode All In Claret,13.33,20.99,750.0,36,479.88,994.53,148.92999999999998,47.0,5.28,55551.82,514.65,51.75,1.3056,2.072,13.33,Small,-146.63
DIAGEO NORTH AMERICA INC,3960,1885,Seagrams 7 PET,7.99,9.99,750.0,60,479.4,599.4,259.74,60.0,47.25,257032.07,120.0,20.02,1.0,1.25,7.989999999999999,Small,0.0
STATE WINE & SPIRITS,653,16752,Pennywise Cab Svgn,7.99,11.99,750.0,60,479.4,540.53,278.76,47.0,5.22,8014.9800000000005,61.129999999999995,11.31,0.7833,1.128,7.989999999999999,Small,103.87
PARK STREET IMPORTS LLC,6830,5635,VeeV Acai Spirit,16.53,29.99,750.0,29,479.37,1095.99,236.39,51.0,40.169999999999995,360.28999999999996,616.62,56.26,1.7586,2.286,16.53,Small,-363.66
PINE STATE TRADING CO,7153,20625,Monte Degli Angeli,17.12,24.99,750.0,28,479.36,671.7199999999999,367.84999999999997,28.0,3.12,15884.82,192.3599999999999,28.64,1.0,1.401,17.12,Small,0.0
WILLIAM GRANT & SONS INC,3664,2837,Girvan Patent Still #4 Apps,34.07,45.99,750.0,14,476.98,3357.27,2621.4300000000003,73.0,57.6,30234.420000000002,2880.29,85.79,5.2143,7.039,34.07,Small,-2010.13
SOUTHERN WINE & SPIRITS NE,2000,19680,Ch Certan De May de Certan,119.2,179.99,750.0,4,476.8,1259.93,719.96,7.0,0.78,19016.59,783.1300000000001,62.16,1.75,2.642,119.2,Small,-357.6
M S WALKER INC,9552,43025,Esperto Venezie Pnt Grigio,6.62,9.99,750.0,72,476.64,719.28,49.95,72.0,8.100000000000001,55551.82,242.64,33.73,1.0,1.509,6.62,Small,0.0
SOUTHERN WINE & SPIRITS NE,2000,43021,Ceretto Arneis Blange Lange,13.24,19.99,750.0,36,476.64,742.63,62.97,37.0,4.16,19016.59,265.99,35.82,1.0278,1.558,13.24,Small,-13.24
JIM BEAM BRANDS COMPANY,12546,3572,Pinnacle Habanero Vodka,7.68,10.99,750.0,62,476.15999999999997,1888.1100000000001,879.12,189.0,148.91,123880.97,1411.9500000000003,74.78,3.0484,3.965,7.68,Small,-975.36
MARTIGNETTI COMPANIES,4425,45920,Yellow Tail Rsl,10.13,14.99,1500.0,47,476.11,584.61,224.85,39.0,8.72,144929.24,108.5,18.56,0.8298,1.228,10.13,Small,81.04
MARTIGNETTI COMPANIES,4425,33076,Forest Glen Merlot Cal,11.33,16.99,1500.0,42,475.86,713.58,16.99,42.0,9.45,144929.24,237.72000000000003,33.31,1.0,1.5,11.33,Small,0.0
KOBRAND CORPORATION,4692,25090,Jadot Ch des Jacques Fleurie,14.86,21.99,750.0,32,475.52000000000004,2155.02,1055.52,98.0,10.91,9139.38,1679.5,77.93,3.0625,4.532,14.860000000000001,Small,-980.76
MHW LTD,6213,844,Bols Melon Liqueur,7.19,9.99,1000.0,66,474.54,869.13,729.27,87.0,91.35000000000001,9621.58,394.59,45.4,1.3182,1.832,7.19,Small,-150.99
MCCORMICK DISTILLING CO,5992,382,McCormick Irish Cream Liquer,7.77,10.49,1000.0,61,473.96999999999997,545.48,283.23,52.0,54.6,1567.85,71.51000000000005,13.11,0.8525,1.151,7.77,Small,69.92999999999999
BANFI PRODUCTS CORP,516,24715,Banfi Summus Tuscany Red,39.47,63.99,750.0,12,473.64,2902.52,1577.74,48.0,5.34,8510.41,2428.88,83.68,4.0,6.128,39.47,Small,-1420.92
PERFECTA WINES,10754,38242,Hendry Ranch Barrel Chard,19.72,30.99,750.0,24,473.28,1977.37,732.77,63.0,7.0200000000000005,28720.52,1504.09,76.07,2.625,4.178,19.72,Small,-769.0799999999999
TRINCHERO FAMILY ESTATES,8892,11174,Sutter Home Sweet Red,6.66,9.99,1500.0,71,472.86,649.35,249.75,65.0,14.55,11595.97,176.49,27.18,0.9155,1.373,6.66,Small,39.96
FREDERICK WILDMAN & SONS,9744,24392,Ch Fuisse Pouilly Fuisse Tet,24.82,35.99,750.0,19,471.58,6010.33,2915.19,167.0,18.57,3999.93,5538.75,92.15,8.7895,12.745,24.82,Small,-3673.36
PINE STATE TRADING CO,7153,20629,Clos Amador Rose Tendre Cava,7.84,11.99,750.0,60,470.4,497.59,185.85,41.0,4.59,15884.82,27.189999999999998,5.46,0.6833,1.058,7.84,Small,148.96
PINE STATE TRADING CO,7153,21960,Le Grande Courtage Rose,4.02,5.99,187.0,117,470.34000000000003,988.1,208.87,150.0,4.24,15884.82,517.76,52.4,1.2821,2.101,4.0200000000000005,Medium,-132.66
KOBRAND CORPORATION,4692,20422,M Chiarlo Barberesco Anni 09,18.06,27.99,750.0,26,469.56,12735.449999999999,8005.139999999999,455.0,50.45,9139.38,12265.89,96.31,17.5,27.122,18.06,Small,-7747.74
STATE WINE & SPIRITS,653,20118,Love Oregon Rsl,10.2,14.99,750.0,46,469.20000000000005,978.34,573.61,66.0,7.33,8014.9800000000005,509.14,52.04,1.4348,2.085,10.200000000000001,Small,-204.0
SOUTHERN WINE & SPIRITS NE,2000,19233,Tasca D'Almerita Leone 11,13.01,18.99,750.0,36,468.36,1025.46,189.89999999999998,54.0,6.07,19016.59,557.1,54.33,1.5,2.189,13.01,Small,-234.18
ULTRA BEVERAGE COMPANY LLP,9165,46765,Tom Eddy Cab Svgn Napa,35.94,79.99,750.0,13,467.21999999999997,1099.8,604.89,20.0,2.22,68054.7,632.5799999999999,57.52,1.5385,2.354,35.94,Small,-251.57999999999998
VINILANDIA USA,90024,25120,Foxglove Chard,9.73,14.99,750.0,48,467.04,524.65,119.92,35.0,3.9200000000000004,2802.64,57.60999999999996,10.98,0.7292,1.123,9.73,Small,126.49000000000001
PERFECTA WINES,10754,27425,Proud Pour The Oyster Svgn B,13.33,19.99,750.0,35,466.55,699.65,79.96,35.0,3.94,28720.52,233.09999999999997,33.32,1.0,1.5,13.33,Small,0.0
ULTRA BEVERAGE COMPANY LLP,9165,18265,Gianni Gagliardo Barolo S 07,46.61,68.99,750.0,10,466.1,1580.79,984.8699999999999,21.0,2.32,68054.7,1114.69,70.51,2.1,3.392,46.61,Small,-512.71
PERFECTA WINES,10754,23763,Ch Marquis de Terme 12 Mrgx,35.8,52.99,750.0,13,465.40000000000003,3338.37,2543.52,63.0,6.95,28720.52,2872.97,86.06,4.8462,7.173,35.800000000000004,Small,-1789.9999999999998
BANFI PRODUCTS CORP,516,25270,Cantine Maschio Sparkling Ro,2.46,3.79,187.0,189,464.94,568.5,132.65,150.0,4.24,8510.41,103.56,18.22,0.7937,1.223,2.46,Medium,95.94
MOET HENNESSY USA INC,8112,40782,Krug Rose Champagne,154.96,233.99,750.0,3,464.88,467.98,467.98,2.0,0.22,48347.26,3.1000000000000227,0.66,0.6667,1.007,154.96,Small,154.96
CASTLE BRANDS CORP.,1485,4052,Goslings Family Rsv Rum,46.42,64.99,750.0,10,464.20000000000005,1494.77,844.8699999999999,23.0,18.12,8497.59,1030.57,68.95,2.3,3.22,46.42,Small,-603.46
ULTRA BEVERAGE COMPANY LLP,9165,2320,The Tweeddale 12 Yr Old,38.68,52.99,750.0,12,464.16,1324.75,794.85,25.0,19.72,68054.7,860.5899999999999,64.96,2.0833,2.854,38.68,Small,-502.84
ULTRA BEVERAGE COMPANY LLP,9165,787,Cherry Heering Liqueur,17.85,24.99,750.0,26,464.1,944.73,594.83,27.0,21.240000000000002,68054.7,480.63,50.87,1.0385,2.036,17.85,Small,-17.85
SAZERAC CO INC,8004,3750,Margaritaville Island Lime,11.59,14.49,750.0,40,463.6,507.15,376.74,35.0,27.59,50293.62,43.549999999999955,8.59,0.875,1.094,11.59,Small,57.95
WINE GROUP INC,9815,16144,Fish Eye Moscato,5.51,7.99,750.0,84,462.84000000000003,487.39,159.8,61.0,6.82,27100.41,24.549999999999955,5.04,0.7262,1.053,5.510000000000001,Small,126.72999999999999
TRINCHERO FAMILY ESTATES,8892,14670,Sutter Home Moscato,3.92,5.99,187.0,118,462.56,640.93,239.60000000000002,107.0,3.0700000000000003,11595.97,178.36999999999995,27.83,0.9068,1.386,3.92,Medium,43.12
PERFECTA WINES,10754,22928,Desert Wind Ruah Red,12.83,18.99,750.0,36,461.88,644.6899999999999,625.6999999999999,31.0,3.41,28720.52,182.80999999999995,28.36,0.8611,1.396,12.83,Small,64.15
E & J GALLO WINERY,3252,15261,Barefoot Cellars Sweet Red,4.27,6.49,187.0,108,461.16,629.53,129.8,97.0,2.7600000000000002,61966.91,168.36999999999995,26.75,0.8981,1.365,4.2700000000000005,Medium,46.97
SOUTHERN WINE & SPIRITS NE,2000,1253,Tullibardine Burgundy Finish,51.17,64.99,750.0,9,460.53,3054.5299999999997,2534.6099999999997,47.0,37.09,19016.59,2594.0,84.92,5.2222,6.633,51.169999999999995,Small,-1944.46
SOUTHERN WINE & SPIRITS NE,2000,24322,Ch Phelan Segur St-Estphe 12,32.89,49.99,750.0,14,460.46000000000004,5648.87,2999.4,113.0,12.59,19016.59,5188.41,91.85,8.0714,12.268,32.89,Small,-3256.11
DELICATO VINEYARDS INC,2242,19787,Bota Mini RedVolution,3.24,4.79,500.0,142,460.08000000000004,614.63,429.45,137.0,10.56,7982.65,154.54999999999995,25.15,0.9648,1.336,3.24,Medium,16.200000000000003
WINE GROUP INC,9815,15294,Flip Flop Moscato,3.86,7.99,750.0,119,459.34,729.07,487.38,93.0,10.31,27100.41,269.7300000000001,37.0,0.7815,1.587,3.86,Medium,100.36
M S WALKER INC,9552,11529,Benvolio Pnt Grigio Friuli,3.76,9.99,750.0,122,458.72,4306.05,1167.99,735.0,82.34,55551.82,3847.33,89.35,6.0246,9.387,3.7600000000000002,Medium,-2304.8799999999997
M S WALKER INC,9552,12519,Salmon Creek Pnt Nr Cal,2.73,3.99,750.0,168,458.64,578.71,294.34000000000003,129.0,14.35,55551.82,120.07000000000005,20.75,0.7679,1.262,2.73,Medium,106.47
M S WALKER INC,9552,24305,Marquis d Gelida Brut Rsv,11.18,18.99,750.0,41,458.38,2903.33,1352.2299999999998,167.0,18.61,55551.82,2444.95,84.21,4.0732,6.334,11.18,Small,-1408.68
MARTIGNETTI COMPANIES,4425,24432,Tintero Langhe Arneis,5.95,8.99,750.0,77,458.15,2004.77,818.09,223.0,24.84,144929.24,1546.62,77.15,2.8961,4.376,5.949999999999999,Small,-868.7
M S WALKER INC,9552,20935,Chehalem Ian's Chard Rsv,16.33,34.99,750.0,28,457.24,832.66,440.82,34.0,3.77,55551.82,375.41999999999996,45.09,1.2143,1.821,16.330000000000002,Small,-97.97999999999999
E & J GALLO WINERY,3252,22043,Five Oaks Wh Moscato,2.54,3.79,750.0,180,457.2,678.41,68.22,179.0,20.110000000000003,61966.91,221.20999999999998,32.61,0.9944,1.484,2.54,Medium,2.54
M S WALKER INC,9552,29181,Cantele Primitivo Salento,9.52,13.99,750.0,48,456.96000000000004,671.52,181.87,48.0,5.38,55551.82,214.55999999999995,31.95,1.0,1.47,9.520000000000001,Small,0.0
DIAGEO NORTH AMERICA INC,3960,1063,Ciroc Pineapple Vodka,25.37,33.99,1000.0,18,456.66,1223.64,475.86,36.0,37.8,257032.07,766.98,62.68,2.0,2.68,25.37,Small,-456.66
SOUTHERN WINE & SPIRITS NE,2000,19684,Ch Magdelaine 10 St Emilion,75.86,109.99,750.0,6,455.16,3739.66,2199.7999999999997,34.0,3.77,19016.59,3284.5,87.83,5.6667,8.216,75.86,Small,-2124.08
SOUTHERN WINE & SPIRITS NE,2000,20055,Ch Haut Bailey 10 Brdx,151.72,219.99,750.0,3,455.16,1979.91,879.96,9.0,1.01,19016.59,1524.75,77.01,3.0,4.35,151.72,Small,-910.3199999999999
R.P.IMPORTS INC,7749,19594,Ch Doisy Daene Gr Vin Sec 10,18.95,28.99,750.0,24,454.8,1101.62,260.90999999999997,38.0,4.25,91.5,646.8199999999999,58.72,1.5833,2.422,18.95,Small,-265.3
SAZERAC CO INC,8004,437,Rock Hills Farm Bourbon,37.87,49.99,750.0,12,454.44,649.87,499.90000000000003,13.0,10.25,50293.62,195.43,30.07,1.0833,1.43,37.87,Small,-37.87
M S WALKER INC,9552,22799,Farmers of Wine Italian Red,9.65,15.99,750.0,47,453.55,693.55,425.73,45.0,5.0,55551.82,239.99999999999994,34.6,0.9574,1.529,9.65,Small,19.3
KOBRAND CORPORATION,4692,24727,Nardi Brunllo d Montlcino 10,34.86,52.99,750.0,13,453.18,2649.5,1271.76,50.0,5.59,9139.38,2196.32,82.9,3.8462,5.846,34.86,Small,-1289.82
STATE WINE & SPIRITS,653,14013,Joseph Mellot Sancerre White,16.77,24.99,750.0,27,452.78999999999996,1699.32,699.7199999999999,68.0,7.58,8014.9800000000005,1246.53,73.35,2.5185,3.753,16.77,Small,-687.5699999999999
ULTRA BEVERAGE COMPANY LLP,9165,8767,Metcalfe's Raspberry Liqueur,19.68,29.99,750.0,23,452.64,3388.87,1829.3899999999999,113.0,89.07,68054.7,2936.23,86.64,4.913,7.487,19.68,Small,-1771.2
BACARDI USA INC,480,29473,M & R Sweet Vermouth,5.8,8.99,1000.0,78,452.4,584.35,404.55,65.0,9.75,89286.27,131.95000000000005,22.58,0.8333,1.292,5.8,Small,75.39999999999999
STATE WINE & SPIRITS,653,16762,Leese Fitch Svgn Bl,7.53,10.99,750.0,60,451.8,533.54,216.81,46.0,5.15,8014.9800000000005,81.73999999999995,15.32,0.7667,1.181,7.53,Small,105.42
M S WALKER INC,9552,25181,Grahams 2000 Vintage Port,64.42,95.99,750.0,7,450.94,7295.24,6143.36,76.0,8.38,55551.82,6844.3,93.82,10.8571,16.178,64.42,Small,-4444.9800000000005
CRUSH WINES,90047,18338,Mile Marker Pnt Gris,9.39,13.99,750.0,48,450.72,671.52,111.92,48.0,5.38,1457.73,220.79999999999995,32.88,1.0,1.49,9.39,Small,0.0
E & J GALLO WINERY,3252,6842,Delicious White P Vella B/B,9.39,13.99,5000.0,48,450.72,509.66,224.85,34.0,25.5,61966.91,58.94,11.56,0.7083,1.131,9.39,Small,131.46
MAJESTIC FINE WINES,10000,44731,Kendall Jackson Sp Sl Merlot,9.39,13.99,750.0,48,450.72,671.52,41.97,48.0,5.4,17587.59,220.79999999999995,32.88,1.0,1.49,9.39,Small,0.0
VRANKEN AMERICA,1601,10054,Rozes White RSV Porto,12.49,18.99,750.0,36,449.64,892.53,569.6999999999999,47.0,5.22,1048.97,442.89,49.62,1.3056,1.985,12.49,Small,-137.39000000000001
